Datum (Gastag, 6:00–6:00);VHP-Index [Eurocent/kWh];VHP-Index inkl. (+2%) [Eurocent/kWh];VHP-Index inkl. (-2%) [Eurocent/kWh];RE-Preis Min. (inkl. Transportkosten) [Eurocent/kWh];RE-Preis Max. (inkl. Transportkosten) [Eurocent/kWh];Transportkostenanteil Einkauf [Eurocent/kWh];Transportkostenanteil Verkauf [Eurocent/kWh];Preis fuer neg. Ausgleichsenergie [Eurocent/kWh];Preis fuer pos. Ausgleichsenergie [Eurocent/kWh];Preis fuer neg. Ausgleichsenergie [Euro/MWh];Preis fuer pos. Ausgleichsenergie [Euro/MWh]
11.12.2017;2,1348;2,1775;2,0921;;2,3641;0,1341;;2,0921;2,3641;20,921;23,641
12.12.2017;2,1714;2,2148;2,128;;2,7248;0,1248;;2,128;2,7248;21,28;27,248
13.12.2017;2,2328;2,2775;2,1881;;2,4886;0,0886;;2,1881;2,4886;21,881;24,886
14.12.2017;2,0974;2,1393;2,0555;;2,2363;0,0763;;2,0555;2,2363;20,555;22,363
15.12.2017;2,0837;2,1254;2,042;;2,27;;;2,042;2,27;20,42;22,7
16.12.2017;2,1226;2,1651;2,0801;;2,255;;;2,0801;2,255;20,801;22,55
17.12.2017;2,1244;2,1669;2,0819;;2,36;0;;2,0819;2,36;20,819;23,6
18.12.2017;2,1258;2,1683;2,0833;;2,285;;;2,0833;2,285;20,833;22,85
19.12.2017;2,0622;2,1034;2,021;;2,275;;;2,021;2,275;20,21;22,75
20.12.2017;1,9886;2,0284;1,9488;1,8;2,0975;;0;1,8;2,0975;18;20,975
21.12.2017;1,9939;2,0338;1,954;1,8;2,0975;;0;1,8;2,0975;18;20,975
22.12.2017;1,9786;2,0182;1,939;1,9225;2,1275;;;1,9225;2,1275;19,225;21,275
23.12.2017;1,9336;1,9723;1,8949;;2,04;0;;1,8949;2,04;18,949;20,4
24.12.2017;1,891;1,9288;1,8532;1,7;;;;1,7;1,9288;17;19,288
25.12.2017;1,91;1,9482;1,8718;;;;;1,8718;1,9482;18,718;19,482
26.12.2017;1,9683;2,0077;1,9289;;2,1754;0,1454;;1,9289;2,1754;19,289;21,754
27.12.2017;1,9763;2,0158;1,9368;;2,1425;0;;1,9368;2,1425;19,368;21,425
28.12.2017;1,9454;1,9843;1,9065;;2,2;0;;1,9065;2,2;19,065;22
29.12.2017;1,9637;2,003;1,9244;;2,2;0;;1,9244;2,2;19,244;22
30.12.2017;1,9273;1,9658;1,8888;;2,025;;;1,8888;2,025;18,888;20,25
31.12.2017;1,8901;1,9279;1,8523;;;;;1,8523;1,9279;18,523;19,279
01.01.2018;1,9091;1,9473;1,8709;0;2;0;0;1,8709;2;18,709;20
02.01.2018;1,9391;1,9779;1,9003;;2,1173;0,1798;;1,9003;2,1173;19,003;21,173
03.01.2018;1,9441;1,983;1,9052;;2,0875;0;;1,9052;2,0875;19,052;20,875
04.01.2018;1,9121;1,9503;1,8739;;2,0375;0;;1,8739;2,0375;18,739;20,375
05.01.2018;1,9226;1,9611;1,8841;;2,025;;;1,8841;2,025;18,841;20,25
06.01.2018;1,8854;1,9231;1,8477;;1,99;0;;1,8477;1,99;18,477;19,9
07.01.2018;1,9118;1,95;1,8736;;2,075;0;;1,8736;2,075;18,736;20,75
08.01.2018;1,9162;1,9545;1,8779;;2,23;0;;1,8779;2,23;18,779;22,3
09.01.2018;1,9181;1,9565;1,8797;;2;0;;1,8797;2;18,797;20
10.01.2018;1,9414;1,9802;1,9026;;2,0775;0;;1,9026;2,0775;19,026;20,775
11.01.2018;1,9162;1,9545;1,8779;1,78;2,025;;0;1,78;2,025;17,8;20,25
12.01.2018;1,9424;1,9812;1,9036;1,8075;2,3;0;0;1,8075;2,3;18,075;23
13.01.2018;1,9413;1,9801;1,9025;1,84;2,0617;0,0842;0;1,84;2,0617;18,4;20,617
14.01.2018;1,956;1,9951;1,9169;1,89;2,1373;0,1798;0;1,89;2,1373;18,9;21,373
15.01.2018;1,9645;2,0038;1,9252;;2,075;0;;1,9252;2,075;19,252;20,75
16.01.2018;1,9001;1,9381;1,8621;1,7975;2,0213;0,0863;0;1,7975;2,0213;17,975;20,213
17.01.2018;1,9111;1,9493;1,8729;;2;0;;1,8729;2;18,729;20
18.01.2018;1,8344;1,8711;1,7977;1,71;1,94;;0;1,71;1,94;17,1;19,4
19.01.2018;1,8315;1,8681;1,7949;1,73;1,925;;0;1,73;1,925;17,3;19,25
20.01.2018;1,8023;1,8383;1,7663;1,61;1,9725;;0;1,61;1,9725;16,1;19,725
21.01.2018;1,8172;1,8535;1,7809;1,7;1,92;;0;1,7;1,92;17;19,2
22.01.2018;1,8337;1,8704;1,797;1,7625;1,91;;0;1,7625;1,91;17,625;19,1
23.01.2018;1,826;1,8625;1,7895;1,65;2,0025;;0;1,65;2,0025;16,5;20,025
24.01.2018;1,8103;1,8465;1,7741;1,61;1,89;;0;1,61;1,89;16,1;18,9
25.01.2018;1,7973;1,8332;1,7614;;1,945;0;;1,7614;1,945;17,614;19,45
26.01.2018;1,7907;1,8265;1,7549;;1,9043;0,0968;;1,7549;1,9043;17,549;19,043
27.01.2018;1,7819;1,8175;1,7463;;1,82;;;1,7463;1,82;17,463;18,2
28.01.2018;1,7717;1,8071;1,7363;;1,815;;;1,7363;1,815;17,363;18,15
29.01.2018;1,7819;1,8175;1,7463;;1,91;0;;1,7463;1,91;17,463;19,1
30.01.2018;1,7732;1,8087;1,7377;;1,8618;0,0968;;1,7377;1,8618;17,377;18,618
31.01.2018;1,7499;1,7849;1,7149;;1,84;0;;1,7149;1,84;17,149;18,4
01.02.2018;1,8069;1,843;1,7708;;1,985;0;;1,7708;1,985;17,708;19,85
02.02.2018;1,8211;1,8575;1,7847;1,7525;1,9;;0;1,7525;1,9;17,525;19
03.02.2018;1,8175;1,8539;1,7812;;1,9;;;1,7812;1,9;17,812;19
04.02.2018;1,8209;1,8573;1,7845;;1,9961;0,1511;;1,7845;1,9961;17,845;19,961
05.02.2018;1,8125;1,8488;1,7763;1,7125;1,8725;;0;1,7125;1,8725;17,125;18,725
06.02.2018;1,771;1,8064;1,7356;1,68;1,84;;;1,68;1,84;16,8;18,4
07.02.2018;1,7531;1,7882;1,718;1,6175;1,9413;0,0938;0;1,6175;1,9413;16,175;19,413
08.02.2018;1,7943;1,8302;1,7584;1,6375;1,9175;;0;1,6375;1,9175;16,375;19,175
09.02.2018;1,758;1,7932;1,7228;1,625;1,9125;0;0;1,625;1,9125;16,25;19,125
10.02.2018;1,7602;1,7954;1,725;1,6725;1,8925;;0;1,6725;1,8925;16,725;18,925
11.02.2018;1,7503;1,7853;1,7153;1,69;1,8675;;0;1,69;1,8675;16,9;18,675
12.02.2018;1,767;1,8023;1,7317;1,6319;1,85;;0,1656;1,6319;1,85;16,319;18,5
13.02.2018;1,7669;1,8022;1,7316;1,7046;1,9425;0;0,1279;1,7046;1,9425;17,046;19,425
14.02.2018;1,8023;1,8383;1,7663;1,6369;1,94;0;0,1656;1,6369;1,94;16,369;19,4
15.02.2018;1,7896;1,8254;1,7538;1,72;1,925;0;0;1,72;1,925;17,2;19,25
16.02.2018;1,7751;1,8106;1,7396;1,705;1,885;0;0;1,705;1,885;17,05;18,85
17.02.2018;1,7921;1,8279;1,7563;1,71;1,93;0;0;1,71;1,93;17,1;19,3
18.02.2018;1,7889;1,8247;1,7531;1,715;2,2;0;;1,715;2,2;17,15;22
19.02.2018;1,8275;1,8641;1,791;1,82;1,9625;0;0;1,791;1,9625;17,91;19,625
20.02.2018;1,9158;1,9541;1,8775;1,82;2,085;;0;1,82;2,085;18,2;20,85
21.02.2018;1,9817;2,0213;1,9421;1,8775;2,155;0;;1,8775;2,155;18,775;21,55
22.02.2018;2,0933;2,1352;2,0514;2;2,2825;0;0;2;2,2825;20;22,825
23.02.2018;2,2132;2,2575;2,1689;2,01;2,59;0;0;2,01;2,59;20,1;25,9
24.02.2018;2,4219;2,4703;2,3735;1,93;2,605;0;0;1,93;2,605;19,3;26,05
25.02.2018;2,4389;2,4877;2,3901;2,09;2,6001;0,1001;0;2,09;2,6001;20,9;26,001
26.02.2018;2,6468;2,6997;2,5939;0;2,79;0;0;2,5939;2,79;25,939;27,9
27.02.2018;2,5817;2,6333;2,5301;0;3,225;0;0;2,5301;3,225;25,301;32,25
28.02.2018;3,6792;3,7528;3,6056;0;14;0;0;3,6056;14;36,056;140
01.03.2018;5,0609;5,1621;4,9597;0;28,5;0;0;4,9597;28,5;49,597;285
02.03.2018;6,1507;6,2737;6,0277;1,95;15;0;0;1,95;15;19,5;150
03.03.2018;3,4582;3,5274;3,389;1,93;6,5;0;0;1,93;6,5;19,3;65
04.03.2018;2,9489;3,0079;2,8899;1,65;2,7;0;0;1,65;3,0079;16,5;30,079
05.03.2018;2,6769;2,7304;2,6234;1,7325;2,25;0;0;1,7325;2,7304;17,325;27,304
06.03.2018;1,9689;2,0083;1,9295;1,77;2,2;0;0;1,77;2,2;17,7;22
07.03.2018;2,0043;2,0444;1,9642;1,8;2,061;0,066;0;1,8;2,061;18;20,61
08.03.2018;1,8921;1,9299;1,8543;1,6;1,96;0;0;1,6;1,96;16;19,6
09.03.2018;1,9162;1,9545;1,8779;1,81;1,99;0;0;1,81;1,99;18,1;19,9
10.03.2018;1,959;1,9982;1,9198;1,85;2,06;0;0;1,85;2,06;18,5;20,6
11.03.2018;1,9483;1,9873;1,9093;1,845;2,04;0;0;1,845;2,04;18,45;20,4
12.03.2018;2,1018;2,1438;2,0598;1,8975;2,11;0;0;1,8975;2,1438;18,975;21,438
13.03.2018;2,6596;2,7128;2,6064;2,1025;2,9975;0;0;2,1025;2,9975;21,025;29,975
14.03.2018;2,5547;2,6058;2,5036;0;3,7;0;0;2,5036;3,7;25,036;37
15.03.2018;2,3505;2,3975;2,3035;1,805;3;0;0;1,805;3;18,05;30
16.03.2018;2,3767;2,4242;2,3292;1,9;2,9;0;0;1,9;2,9;19;29
17.03.2018;2,346;2,3929;2,2991;2,15;2,5;0;0;2,15;2,5;21,5;25
18.03.2018;2,3576;2,4048;2,3104;2,35;2,4;0;0;2,3104;2,4048;23,104;24,048
19.03.2018;2,384;2,4317;2,3363;1,85;2,75;0;0;1,85;2,75;18,5;27,5
20.03.2018;2,0782;2,1198;2,0366;1,9325;2,216;0,066;0;1,9325;2,216;19,325;22,16
21.03.2018;2,1189;2,1613;2,0765;1,85;2,3615;0,1615;0;1,85;2,3615;18,5;23,615
22.03.2018;2,1714;2,2148;2,128;2,015;2,2585;0,066;0;2,015;2,2585;20,15;22,585
23.03.2018;2,0774;2,1189;2,0359;1,88;2,1635;0,066;0;1,88;2,1635;18,8;21,635
24.03.2018;1,9256;1,9641;1,8871;1,6;2,061;0,066;0;1,6;2,061;16;20,61
25.03.2018;1,9033;1,9414;1,8652;1,625;0;0;0;1,625;1,9414;16,25;19,414
26.03.2018;1,9526;1,9917;1,9135;1,66;2,01;0;0;1,66;2,01;16,6;20,1
27.03.2018;1,8412;1,878;1,8044;1,605;1,95;0;0;1,605;1,95;16,05;19,5
28.03.2018;1,9603;1,9995;1,9211;1,5425;9,8;0;0;1,5425;9,8;15,425;98
29.03.2018;1,8946;1,9325;1,8567;1,77;2;0;0;1,77;2;17,7;20
30.03.2018;1,8834;1,9211;1,8457;1,7;2,041;0,066;0;1,7;2,041;17;20,41
31.03.2018;1,8826;1,9203;1,8449;1,75;2,0415;0,1615;0;1,75;2,0415;17,5;20,415
01.04.2018;1,919;1,9574;1,8806;1,8196;2,0751;0,1001;0,1554;1,8196;2,0751;18,196;20,751
02.04.2018;1,9012;1,9392;1,8632;1,77;2,0794;0,0819;0;1,77;2,0794;17,7;20,794
03.04.2018;1,8502;1,8872;1,8132;1,6725;1,9935;0,066;0;1,6725;1,9935;16,725;19,935
04.04.2018;1,825;1,8615;1,7885;1,7;1,93;0;0;1,7;1,93;17;19,3
05.04.2018;1,8768;1,9143;1,8393;1,7866;2,0906;0,1456;0,091;1,7866;2,0906;17,866;20,906
06.04.2018;1,8933;1,9312;1,8554;1,7096;2,0369;0,0819;0,1554;1,7096;2,0369;17,096;20,369
07.04.2018;1,8221;1,8585;1,7857;1;2,1;0;0;1;2,1;10;21
08.04.2018;1,8034;1,8395;1,7673;1,6;0;0;0;1,6;1,8395;16;18,395
09.04.2018;1,8311;1,8677;1,7945;1,7;0;0;0;1,7;1,8677;17;18,677
10.04.2018;1,8878;1,9256;1,85;1,7925;0;0;0;1,7925;1,9256;17,925;19,256
11.04.2018;1,9332;1,9719;1,8945;0;2,31;0;0;1,8945;2,31;18,945;23,1
12.04.2018;2,0011;2,0411;1,9611;0;3;0;0;1,9611;3;19,611;30
13.04.2018;1,9703;2,0097;1,9309;1,9523;2,2435;0,066;0,1178;1,9309;2,2435;19,309;22,435
14.04.2018;1,9967;2,0366;1,9568;0;2,195;0;0;1,9568;2,195;19,568;21,95
15.04.2018;1,9837;2,0234;1,944;1,9;2,08;0;0;1,9;2,08;19;20,8
16.04.2018;2,0093;2,0495;1,9691;1,7646;2,29;0;0,1554;1,7646;2,29;17,646;22,9
17.04.2018;1,9431;1,982;1,9042;1,655;0;0;0;1,655;1,982;16,55;19,82
18.04.2018;1,8968;1,9347;1,8589;1,68;0;0;0;1,68;1,9347;16,8;19,347
19.04.2018;1,9053;1,9434;1,8672;1,8;0;0;0;1,8;1,9434;18;19,434
20.04.2018;1,9791;2,0187;1,9395;1,82;2,6;0;0;1,82;2,6;18,2;26
21.04.2018;1,9759;2,0154;1,9364;1,8375;2,095;0;0;1,8375;2,095;18,375;20,95
22.04.2018;1,9591;1,9983;1,9199;1,6025;0;0;0;1,6025;1,9983;16,025;19,983
23.04.2018;1,9574;1,9965;1,9183;1,86;0;0;0;1,86;1,9965;18,6;19,965
24.04.2018;1,9889;2,0287;1,9491;0;2,095;0;0;1,9491;2,095;19,491;20,95
25.04.2018;1,9789;2,0185;1,9393;0;2,04;0;0;1,9393;2,04;19,393;20,4
26.04.2018;1,9992;2,0392;1,9592;0;2,15;0;0;1,9592;2,15;19,592;21,5
27.04.2018;2,0296;2,0702;1,989;1,8875;2,13;0;0;1,8875;2,13;18,875;21,3
28.04.2018;2,0003;2,0403;1,9603;1,8875;0;0;0;1,8875;2,0403;18,875;20,403
29.04.2018;2,0077;2,0479;1,9675;1,96;0;0;0;1,96;2,0479;19,6;20,479
30.04.2018;2,0175;2,0579;1,9772;1,965;0;0;0;1,965;2,0579;19,65;20,579
01.05.2018;2,0699;2,1113;2,0285;2,0025;2,15;0;0;2,0025;2,15;20,025;21,5
02.05.2018;2,0664;2,1077;2,0251;1,935;2,14;0;0;1,935;2,14;19,35;21,4
03.05.2018;2,0451;2,086;2,0042;1,89;0;0;0;1,89;2,086;18,9;20,86
04.05.2018;2,0345;2,0752;1,9938;1,95;0;0;0;1,95;2,0752;19,5;20,752
05.05.2018;2,0274;2,0679;1,9869;1,82;0;0;0;1,82;2,0679;18,2;20,679
06.05.2018;1,994;2,0339;1,9541;1,71;0;0;0;1,71;2,0339;17,1;20,339
07.05.2018;2,0241;2,0646;1,9836;1,9;0;0;0;1,9;2,0646;19;20,646
08.05.2018;2,03;2,0706;1,9894;1,9625;0;0;0;1,9625;2,0706;19,625;20,706
09.05.2018;2,1086;2,1508;2,0664;0;2,1975;0;0;2,0664;2,1975;20,664;21,975
10.05.2018;2,1082;2,1504;2,066;2;0;0;0;2;2,1504;20;21,504
11.05.2018;2,1013;2,1433;2,0593;2,01;0;0;0;2,01;2,1433;20,1;21,433
12.05.2018;2,1346;2,1773;2,0919;2,0475;2,2025;0;0;2,0475;2,2025;20,475;22,025
13.05.2018;2,1268;2,1693;2,0843;2,0425;0;0;0;2,0425;2,1693;20,425;21,693
14.05.2018;2,1302;2,1728;2,0876;2,0125;0;0;0;2,0125;2,1728;20,125;21,728
15.05.2018;2,1467;2,1896;2,1038;2,0725;0;0;0;2,0725;2,1896;20,725;21,896
16.05.2018;2,1974;2,2413;2,1535;0;2,22;0;0;2,1535;2,2413;21,535;22,413
17.05.2018;2,1699;2,2133;2,1265;0;0;0;0;2,1265;2,2133;21,265;22,133
18.05.2018;2,2453;2,2902;2,2004;0;2,8349;0,5824;0;2,2004;2,8349;22,004;28,349
19.05.2018;2,2422;2,287;2,1974;0;2,3708;0,1133;0;2,1974;2,3708;21,974;23,708
20.05.2018;2,2224;2,2668;2,178;2,1175;2,2819;0,0569;0;2,1175;2,2819;21,175;22,819
21.05.2018;2,2291;2,2737;2,1845;2,1014;2,27;0;0,0736;2,1014;2,2737;21,014;22,737
22.05.2018;2,2287;2,2733;2,1841;2,18;2,2844;0,0569;0;2,18;2,2844;21,8;22,844
23.05.2018;2,3085;2,3547;2,2623;0;2,3619;0,0569;0;2,2623;2,3619;22,623;23,619
24.05.2018;2,2925;2,3384;2,2467;0;2,3369;0,0569;0;2,2467;2,3384;22,467;23,384
25.05.2018;2,2805;2,3261;2,2349;2,14;2,3169;0,0569;0;2,14;2,3261;21,4;23,261
26.05.2018;2,2138;2,2581;2,1695;2,06;2,2365;0,059;0;2,06;2,2581;20,6;22,581
27.05.2018;2,2266;2,2711;2,1821;0;2,245;0;0;2,1821;2,2711;21,821;22,711
28.05.2018;2,2305;2,2751;2,1859;2,1164;2,2744;0,0569;0,0736;2,1164;2,2751;21,164;22,751
29.05.2018;2,2294;2,274;2,1848;0;2,4524;0,1524;0;2,1848;2,4524;21,848;24,524
30.05.2018;2,2855;2,3312;2,2398;0;2,3394;0,0569;0;2,2398;2,3394;22,398;23,394
31.05.2018;2,3053;2,3514;2,2592;0;2,3919;0,0569;0;2,2592;2,3919;22,592;23,919
01.06.2018;2,2744;2,3199;2,2289;2,06;0;0;0;2,06;2,3199;20,6;23,199
02.06.2018;2,1997;2,2437;2,1557;2,1025;2,2675;0;0;2,1025;2,2675;21,025;22,675
03.06.2018;2,1858;2,2295;2,1421;2,05;2,2694;0,0569;0;2,05;2,2694;20,5;22,694
04.06.2018;2,2168;2,2611;2,1725;0;0;0;0;2,1725;2,2611;21,725;22,611
05.06.2018;2,2436;2,2885;2,1987;2,1139;2,2694;0,0569;0,0736;2,1139;2,2885;21,139;22,885
06.06.2018;2,2065;2,2506;2,1624;2,075;2,2419;0,0569;0;2,075;2,2506;20,75;22,506
07.06.2018;2,1768;2,2203;2,1333;2,07;2,2369;0,0569;0;2,07;2,2369;20,7;22,369
08.06.2018;2,1855;2,2292;2,1418;2,035;0;0;0;2,035;2,2292;20,35;22,292
09.06.2018;2,1916;2,2354;2,1478;2,0475;2,2519;0,0569;0;2,0475;2,2519;20,475;22,519
10.06.2018;2,1757;2,2192;2,1322;2,105;0;0;0;2,105;2,2192;21,05;22,192
11.06.2018;2,1736;2,2171;2,1301;2,06;0;0;0;2,06;2,2171;20,6;22,171
12.06.2018;2,1425;2,1854;2,0997;2,07;0;0;0;2,07;2,1854;20,7;21,854
13.06.2018;2,1813;2,2249;2,1377;2,115;0;0;0;2,115;2,2249;21,15;22,249
14.06.2018;2,23;2,2746;2,1854;2,17;0;0;0;2,17;2,2746;21,7;22,746
15.06.2018;2,263;2,3083;2,2177;2,0147;0;0;0,1503;2,0147;2,3083;20,147;23,083
16.06.2018;2,2059;2,25;2,1618;2,08;0;0;0;2,08;2,25;20,8;22,5
17.06.2018;2,2007;2,2447;2,1567;2,07;0;0;0;2,07;2,2447;20,7;22,447
18.06.2018;2,213;2,2573;2,1687;2,09;0;0;0;2,09;2,2573;20,9;22,573
19.06.2018;2,2315;2,2761;2,1869;2,175;0;0;0;2,175;2,2761;21,75;22,761
20.06.2018;2,2104;2,2546;2,1662;2,11;0;0;0;2,11;2,2546;21,1;22,546
21.06.2018;2,1995;2,2435;2,1555;0;0;0;0;2,1555;2,2435;21,555;22,435
22.06.2018;2,1647;2,208;2,1214;2,05;0;0;0;2,05;2,208;20,5;22,08
23.06.2018;2,1932;2,2371;2,1493;2,07;0;0;0;2,07;2,2371;20,7;22,371
24.06.2018;2,1924;2,2362;2,1486;2,13;0;0;0;2,13;2,2362;21,3;22,362
25.06.2018;2,1948;2,2387;2,1509;2,09;0;0;0;2,09;2,2387;20,9;22,387
26.06.2018;2,1945;2,2384;2,1506;0;2,3199;0,1524;0;2,1506;2,3199;21,506;23,199
27.06.2018;2,186;2,2297;2,1423;2,105;2,2194;0,0569;0;2,105;2,2297;21,05;22,297
28.06.2018;2,2211;2,2655;2,1767;0;2,2737;0,0612;0;2,1767;2,2737;21,767;22,737
29.06.2018;2,2319;2,2765;2,1873;2,15;0;0;0;2,15;2,2765;21,5;22,765
30.06.2018;2,1884;2,2322;2,1446;2,08;0;0;0;2,08;2,2322;20,8;22,322
01.07.2018;2,1992;2,2432;2,1552;2,0925;0;0;0;2,0925;2,2432;20,925;22,432
02.07.2018;2,21;2,2542;2,1658;2,12;;;0;2,12;2,2542;21,2;22,542
03.07.2018;2,2402;2,285;2,1954;2,13;;;0;2,13;2,285;21,3;22,85
04.07.2018;2,259;2,3042;2,2138;2,145;2,31;;0;2,145;2,31;21,45;23,1
05.07.2018;2,2511;2,2961;2,2061;2,16;;;0;2,16;2,2961;21,6;22,961
06.07.2018;2,2512;2,2962;2,2062;2,17;;;0;2,17;2,2962;21,7;22,962
07.07.2018;2,2471;2,292;2,2022;2,16;;;;2,16;2,292;21,6;22,92
08.07.2018;2,2502;2,2952;2,2052;2,18;;;;2,18;2,2952;21,8;22,952
09.07.2018;2,2658;2,3111;2,2205;2,16;;;0;2,16;2,3111;21,6;23,111
10.07.2018;2,2916;2,3374;2,2458;2,1825;;;0;2,1825;2,3374;21,825;23,374
11.07.2018;2,3187;2,3651;2,2723;2,1475;;;0;2,1475;2,3651;21,475;23,651
12.07.2018;2,2843;2,33;2,2386;2,1225;2,4104;0,1729;0;2,1225;2,4104;21,225;24,104
13.07.2018;2,2493;2,2943;2,2043;2,14;;;0;2,14;2,2943;21,4;22,943
14.07.2018;2,2166;2,2609;2,1723;2,15;;;0;2,15;2,2609;21,5;22,609
15.07.2018;2,2088;2,253;2,1646;2,13;;;0;2,13;2,253;21,3;22,53
16.07.2018;2,2247;2,2692;2,1802;2,13;;;0;2,13;2,2692;21,3;22,692
17.07.2018;2,2297;2,2743;2,1851;2,02;2,2875;0;0;2,02;2,2875;20,2;22,875
18.07.2018;2,2137;2,258;2,1694;2,1325;2,28;0;0;2,1325;2,28;21,325;22,8
19.07.2018;2,2305;2,2751;2,1859;2,1625;2,335;0;;2,1625;2,335;21,625;23,35
20.07.2018;2,2535;2,2986;2,2084;2,15;2,4;0;0;2,15;2,4;21,5;24
21.07.2018;2,2325;2,2772;2,1879;2,14;2,33;0;0;2,14;2,33;21,4;23,3
22.07.2018;2,2336;2,2783;2,1889;2,145;2,32;0;0;2,145;2,32;21,45;23,2
23.07.2018;2,2279;2,2725;2,1833;2,075;2,3;0;0;2,075;2,3;20,75;23
24.07.2018;2,2398;2,2846;2,195;2,1475;2,38;0;0;2,1475;2,38;21,475;23,8
25.07.2018;2,2455;2,2904;2,2006;2,12;2,3675;0;0;2,12;2,3675;21,2;23,675
26.07.2018;2,259;2,3042;2,2138;2,17;2,35;0;;2,17;2,35;21,7;23,5
27.07.2018;2,2446;2,2895;2,1997;2,1625;2,35;0;;2,1625;2,35;21,625;23,5
28.07.2018;2,2392;2,284;2,1944;;2,2887;0,0612;;2,1944;2,2887;21,944;22,887
29.07.2018;2,2257;2,2702;2,1812;2,1575;2,265;;0;2,1575;2,2702;21,575;22,702
30.07.2018;2,2257;2,2702;2,1812;;2,275;;;2,1812;2,275;21,812;22,75
31.07.2018;2,2279;2,2725;2,1833;;;;;2,1833;2,2725;21,833;22,725
01.08.2018;2,2322;2,2768;2,1876;0;0;0;0;2,1876;2,2768;21,876;22,768
02.08.2018;2,2143;2,2586;2,17;0;0;0;0;2,17;2,2586;21,7;22,586
03.08.2018;2,2141;2,2584;2,1698;2,15;0;0;0;2,15;2,2584;21,5;22,584
04.08.2018;2,2403;2,2851;2,1955;0;0;0;0;2,1955;2,2851;21,955;22,851
05.08.2018;2,2534;2,2985;2,2083;0;2,3325;0;0;2,2083;2,3325;22,083;23,325
06.08.2018;2,2546;2,2997;2,2095;2,205;2,355;0;0;2,205;2,355;22,05;23,55
07.08.2018;2,2953;2,3412;2,2494;0;2,395;0;0;2,2494;2,395;22,494;23,95
08.08.2018;2,2978;2,3438;2,2518;0;2,3419;0,0569;0;2,2518;2,3438;22,518;23,438
09.08.2018;2,3053;2,3514;2,2592;0;2,38;0;0;2,2592;2,38;22,592;23,8
10.08.2018;2,3068;2,3529;2,2607;0;2,4;0;0;2,2607;2,4;22,607;24
11.08.2018;2,3031;2,3492;2,257;2,19;2,3744;0,0569;0;2,19;2,3744;21,9;23,744
12.08.2018;2,2926;2,3385;2,2467;2,225;0;0;0;2,225;2,3385;22,25;23,385
13.08.2018;2,3131;2,3594;2,2668;0;2,4256;0,0856;0;2,2668;2,4256;22,668;24,256
14.08.2018;2,3647;2,412;2,3174;0;2,4169;0,0569;0;2,3174;2,4169;23,174;24,169
15.08.2018;2,3966;2,4445;2,3487;2,27;0;0;0;2,27;2,4445;22,7;24,445
16.08.2018;2,3718;2,4192;2,3244;2,21;0;0;0;2,21;2,4192;22,1;24,192
17.08.2018;2,3958;2,4437;2,3479;2,2775;0;0;0;2,2775;2,4437;22,775;24,437
18.08.2018;2,4182;2,4666;2,3698;2,33;0;0;0;2,33;2,4666;23,3;24,666
19.08.2018;2,4285;2,4771;2,3799;0;0;0;0;2,3799;2,4771;23,799;24,771
20.08.2018;2,4409;2,4897;2,3921;0;0;0;0;2,3921;2,4897;23,921;24,897
21.08.2018;2,4355;2,4842;2,3868;2,3475;2,5725;0;0;2,3475;2,5725;23,475;25,725
22.08.2018;2,4783;2,5279;2,4287;2,36;2,53;0;0;2,36;2,53;23,6;25,3
23.08.2018;2,4781;2,5277;2,4285;2,35;0;0;0;2,35;2,5277;23,5;25,277
24.08.2018;2,5127;2,563;2,4624;2,445;2,56;0;0;2,445;2,563;24,45;25,63
25.08.2018;2,5131;2,5634;2,4628;0;0;0;0;2,4628;2,5634;24,628;25,634
26.08.2018;2,5107;2,5609;2,4605;0;0;0;0;2,4605;2,5609;24,605;25,609
27.08.2018;2,5113;2,5615;2,4611;2,45;0;0;0;2,45;2,5615;24,5;25,615
28.08.2018;2,5358;2,5865;2,4851;2,4975;2,615;0;0;2,4851;2,615;24,851;26,15
29.08.2018;2,5918;2,6436;2,54;0;2,65;0;0;2,54;2,65;25,4;26,5
30.08.2018;2,62;2,6724;2,5676;0;2,6975;0;0;2,5676;2,6975;25,676;26,975
31.08.2018;2,6565;2,7096;2,6034;0;2,695;0;0;2,6034;2,7096;26,034;27,096
01.09.2018;2,6081;2,6603;2,5559;0;2,665;0;0;2,5559;2,665;25,559;26,65
02.09.2018;2,598;2,65;2,546;0;0;0;0;2,546;2,65;25,46;26,5
03.09.2018;2,6056;2,6577;2,5535;2,57;0;0;0;2,5535;2,6577;25,535;26,577
04.09.2018;2,6434;2,6963;2,5905;2,66;0;0;0;2,5905;2,6963;25,905;26,963
05.09.2018;2,694;2,7479;2,6401;0;0;0;0;2,6401;2,7479;26,401;27,479
06.09.2018;2,7007;2,7547;2,6467;0;0;0;0;2,6467;2,7547;26,467;27,547
07.09.2018;2,7492;2,8042;2,6942;2,7;0;0;0;2,6942;2,8042;26,942;28,042
08.09.2018;2,7865;2,8422;2,7308;2,705;0;0;0;2,705;2,8422;27,05;28,422
09.09.2018;2,8041;2,8602;2,748;2,78;2,905;0;0;2,748;2,905;27,48;29,05
10.09.2018;2,8009;2,8569;2,7449;2,7775;0;0;0;2,7449;2,8569;27,449;28,569
11.09.2018;2,875;2,9325;2,8175;0;0;0;0;2,8175;2,9325;28,175;29,325
